2012-07-16:海の日 / Umi no hi / Marine Day
2012-09-17:敬老の日 / Keirō no hi / Respect for the Aged Day
2012-09-22:秋分の日 / Shūbun no hi / Autumnal Equinox Day
2012-10-08:体育の日 / Taiiku no hi / Health-Sports Day
2012-11-03:文化の日 / Bunka no hi / Culture Day
2012-11-23:勤労感謝の日 / Kinrō kansha no hi / Labour Thanksgiving Day
2012-12-23:天皇誕生日 / Tennō tanjōbi / Emperor Akihito's Birthday
2012-12-24:振替休日 / Furikae kyūjitsu / Substitute Holiday
2013-01-01:元日 / Ganjitsu / New Year's Day
2013-01-14:成人の日 / Seijin no hi / Coming-of-age Day
2013-02-11:建国記念の日 / Kenkoku kinen no hi / National Foundation Day
2013-03-20:春分の日 / Shunbun no hi / Vernal Equinox Day
2013-04-29:昭和の日 / Shōwa no hi / Shōwa Day *
2013-05-03:憲法記念日 / Kenpō kinenbi / Constitution Memorial Day *
2013-05-04:みどりの日 / Midori no hi / Greenery Day *
2013-05-05:子供の日 / Kodomo no hi / Children's Day
2013-05-06:振替休日 / Furikae kyūjitsu / Substitute Holiday
2013-09-23:秋分の日 / Shūbun no hi / Autumnal Equinox Day
2013-11-04:振替休日 / Furikae kyūjitsu / Substitute Holiday
2014-03-21:春分の日 / Shunbun no hi / Vernal Equinox Day
2014-05-06:振替休日 / Furikae kyūjitsu / Substitute Holiday
2014-09-23:秋分の日 / Shūbun no hi / Autumnal Equinox Day
2014-11-24:振替休日 / Furikae kyūjitsu / Substitute Holiday
2015-03-21:春分の日 / Shunbun no hi / Vernal Equinox Day
2015-05-06:振替休日 / Furikae kyūjitsu / Substitute Holiday
2015-09-22:国民の休日 / Kokumin no kyūjitsu / National Holiday
2015-09-23:秋分の日 / Shūbun no hi / Autumnal Equinox Day
2016-03-20:春分の日 / Shunbun no hi / Vernal Equinox Day
2016-03-21:振替休日 / Furikae kyūjitsu / Substitute Holiday
2017-01-02:振替休日 / Furikae kyūjitsu / Substitute Holiday
